0049beaa311dca663489397e7a68e1cb,pilW,Tfp pilus assembly protein PilW-like protein,Type IV pili biosynthesis (CVF518),pseudomonas,mendocina,ymp
004a4c1e3d2ee18850aba4090e09ee52,sabB/hopO,outer membrane protein,Sialic acid binding adhesins (CVF208),helicobacter,pylori,G27
004f98738a231fd5b8818d6d7bbbdf73,lprG,putative lipoprotein LPRG,Lipoprotein (CVF646),mycobacterium,canettii,CIPT 140010059
00527d4d31803a736ca593b51c607de1,dhbA,hypothetical protein,Brucebactin (CVF386),brucella,suis,ATCC 23445
0053c8c28cbfe990e7793c5638c67b63,drrC,probable antibiotic resistance membrane protein,PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport (CVF288),mycobacterium,leprae,TN
0053cbc7bfaa7e107531df487bc45d93,flgA,flagellar basal body P-ring biosynthesis protein,Flagella (CVF521),pseudomonas,syringae,pv. syringae B728a
00553e32f07270fba0e588fd3e71c3bc,pilK,Protein-glutamate O-methyltransferase,Type IV pili twitching motility related proteins (CVF519),pseudomonas,mendocina,ymp
005ad4cd1d9355b5a82141bf9cf68035,stbC,outer membrane fimbrial usher protein,Stb (CVF020),salmonella,enterica,subsp. enterica serovar Paratyphi A str. ATCC 9150
0063b5d401da0fd4788d85a6613b2f49,mce3D,virulence factor Mce family protein,Mce3 (CVF338),mycobacterium,tuberculosis,str. Haarlem/NITR202
0066d6a02313215c2a3bcde57fcf14c9,pchA,salicylate biosynthesis isochorismate synthase,Pyochelin (CVF553),pseudomonas,fluorescens,Pf-5
006b3412a5520f92130cde5d120aa50a,mce6F,MCE-family protein Mce6F,Mce6 (CVF341),mycobacterium,marinum,M
006ba5864b0ebbf96f247ff17f7a2044,mntC,periplasmic binding protein,Manganese transport system (CVF761),neisseria,meningitidis,Z2491
00704086a313134b46a0b8bf8259fd64,JDM601_3272,hypothetical protein,ESX-4 (T7SS) (CVF636),mycobacterium,sp.,JDM601
0070a0366933d3af889a8576bdcc02bc,sapM,phosphate-repressible acid phosphatase,Lipid phosphatase (CVF301),mycobacterium,indicus,pranii MTCC 9506
0072b0b365b1b654bbca1aa67c6b453f,copN,hypothetical protein,Type III secretion system (CVF619),chlamydophila,abortus,S26/3
0075abb5f7e75807485be9c6482a7070,bauE,ferric acinetobactin transport system ATP-binding protein,Acinetobactin (CVF768),acinetobacter,baumannii,AYE
007614388d318d98641779883dfa0099,F7308_0624,hypothetical protein,FsaP (CVF828),francisella,sp.,TX077308
007a46148cc0939223f966d227066d50,PPE68,PPE family protein,ESX-1 (T7SS) (CVF298),mycobacterium,tuberculosis,CAS/NITR204
007fc439865807e640e49e4a743e4797,msr6318,hypothetical protein,T3SS (SS026),mesorhizobium,loti,MAFF303099
00811ee2e5941646bb758e8aa874855d,vctC,"iron(III) ABC transporter, ATP-binding protein",Periplasmic binding protein-dependent ABC transport systems (CVF276),vibrio,cholerae,O1 biovar El Tor str. N16961
0081367807912203c08a3b28e684d3f9,flgD,basal-body rod modification protein FlgD,Flagella (cluster I) (CVF039),yersinia,pseudotuberculosis,IP 31758
00819631f5bab2eb129c69eedc86231b,mce1D,MCE-family protein Mce1D,Mce1 (CVF336),mycobacterium,liflandii,128FXT
0081a48359ffe23193d197b3838312c7,csaC,type III secretion system EscC protein,Cpi-2 encoded T3SS (SPI-2 like) (SS023),chromobacterium,violaceum,ATCC 12472
0081d048cc71a347621ad39b84f3a9f8,rgpX3,"polysaccharide biosynthesis protein, putative transporter",Capsule (CVF186),streptococcus,thermophilus,LMG 18311
00874285dc083a9c37a31e2089903f5f,flgC,flagellar basal-body rod protein,Flagella (CVF223),helicobacter,acinonychis,str. Sheeba
0087ae2c8af48b98c4a7797cd564cf07,mucC,positive regulator for alginate biosynthesis MucC,Alginate regulation (CVF523),pseudomonas,aeruginosa,PA7
00885408d9260c4f932c2f68281401fe,stx1vB,Shiga-like toxin 1B-subunit,"Shiga-like toxin, Stx1c (TX075)",escherichia,coli,O128:H2 str. 3115/97
0088ed3898a1610b1128a33eae2a5197,cfaD,hypothetical protein,CFA/I fimbriae (CVF684),escherichia,coli,O104:H4 str. 2009EL-2050
008c372ed35bce7ae41a81b577b889f1,cylR1,cytolysin regulator R1,Cytolysin (VF0356),enterococcus,faecalis,str. MMH594
008e3d7639d4877863eb0b7317577c10,mce4B,Virulence factor Mce family protein,Mce4 (CVF339),mycobacterium,indicus,pranii MTCC 9506
008ea611f5504b5a51a3c9627d62ec89,pdgA,"putative endo-1,4-beta-xylanase",PdgA (CVF675),listeria,ivanovii,subsp. ivanovii PAM 55
0091b88ace35ad23759c22ee54d03bd5,papA,PapA protein,P fimbriae (VF0220),escherichia,coli,CFT073
00928297463fee5dcd03f9fe7c4af20b,pvdA,L-ornithine N5-oxygenase,Pyoverdine (CVF551),pseudomonas,fluorescens,Pf0-1
00937589e836385a49fc9f072dff3e9a,cpsB,hypothetical protein,Capsular polysaccharide (CVF282),vibrio,parahaemolyticus,RIMD 2210633
0094acaf1721fd81e885a82b03a3f49d,fimE,type I pilus assembly protein FimE,Type I fimbriae (CVF796),aeromonas,salmonicida,subsp. salmonicida A449
0095a6cd413976bbed976e5a034b2363,pefD,chaperone protein FanE precursor,Pef (CVF009),salmonella,enterica,subsp. enterica serovar Choleraesuis str. SC-B67
0095ff26d09d1f2608085ae1430f9d48,fimD,fimbrial outer membrane usher protein,Type I fimbriae (CVF426),escherichia,coli,O104:H4 str. 2009EL-2050
00965f936e5a9cb8e753a65e7b649a8b,stf0,putative sulfotransferase,Sulfolipid-1 biosynthesis and transport (CVF289),mycobacterium,abscessus,subsp. bolletii 50594
009722819d98d9a876a00dcd73fcbce0,A225_4832,hypothetical protein,Type 3 fimbriae (CVF848),klebsiella,oxytoca,E718
00981bff5bee2e601f411dd278de20d4,clpB,type VI secretion system clpB chaperone,T6SS (CVF782),aeromonas,salmonicida,subsp. salmonicida A449
0099cd5c592accf8961ab9f34e32bb9b,basG,histidine decarboxylase,Acinetobactin (CVF768),acinetobacter,baumannii,AB0057
009bdc0942d42a2a80711816b44c907d,hbpB,hemin binding protein B,Hemin-binding proteins (CVF606),bartonella,tribocorum,CIP 105476
009c4d3581a4bd95b39f3cbf522cc4af,rvhB9a,"conjugal transfer protein trbG precursor, virB9a",Rvh T4SS (CVF804),rickettsia,peacockii,str. Rustic
009d955f833c170ee9bb7a5f8a2850ca,eltB,"heat-labile enterotoxin B chain precursor (lt-b, human) (lth-b)",Heat-labile enterotoxin (CVF751),escherichia,coli,O78:H11:K80 str. H10407
009f14f336b1b13bacfc247e9ad90b2a,gspE,general secretion pathway protein E,T2SS (VF0333),shigella,dysenteriae,Sd197
009fd8a71d1237901aae13fb0775059e,mce5F,"Mce family protein, Mce5F",Mce5 (CVF340),mycobacterium,abscessus,subsp. bolletii 50594
00a00991d2b8d3b3f7280173b687a61e,mpa,ATPase AAA,Proteasome-associated proteins (CVF656),mycobacterium,smegmatis,str. MC2 155
00a394598900597118bed999afabbac7,fepG,iron-enterobactin transporter permease,Ent (VF0562),klebsiella,pneumoniae,subsp. pneumoniae NTUH-K2044
00a62bf59736d3a817944ee20c9b4a84,trwL5,trwL5 protein,Trw type IV secretion system (CVF604),bartonella,quintana,str. Toulouse
00a64ca56f1bea88568c1135f43d70a5,fliI,FliIL,ND (AI143),aeromonas,hydrophila,str. AH-3
00a6a544b9f6b80e809b20dfa595b6fc,ompD,outer membrane porin precursor,Hek (AI384),salmonella,enterica,subsp. enterica serovar Typhimurium str. LT2
00a8d650f173133c993a80a776949313,hemL,"glutamate-1-semialdehyde-2,1-aminomutase",Heme biosynthesis (CVF506),haemophilus,somnus,2336
00ac2a7faec8ebda0ed609c1670f2297,nanI,exo-alpha-sialidase,sialidase (VF0391),clostridium,perfringens,str. 13
00ae067f5296d02bcf38bd9fa121a42e,BN43_40665,Putative glycosyl transferase,PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport (CVF288),mycobacterium,canettii,CIPT 140070008
00b02d204ed198e48c98e8a3d778d5f7,lapB,cell wall surface anchor family protein,Listeria adhesion protein (CVF228),listeria,monocytogenes,ATCC 19117
00b2c3f3d242d767bf203d316da9c5c1,pks,beta-ketoacyl synthase,GPL locus (CVF650),mycobacterium,yongonense,05-1390
00b6d4e3cfeff6a1bfd1f947ade95c3a,bipD,Type III secretion system needle tip protein BipD,Bsa T3SS (VF0428),burkholderia,pseudomallei,K96243
00b7a26e0a51b2f0a5c02861fa5dd57f,rvhD4,type IV secretion system protein VirB8,Rvh T4SS (CVF804),rickettsia,rickettsii,Hlp#2
00bb0a8578ae6c75556b7228f33b988a,mce5D,putative MCE family protein,Mce5 (CVF340),mycobacterium,abscessus,ATCC 19977
00bcb3a5db2922b1e69eaeb82f059e37,lpg0375,Dot/Icm type IV secretion system effector,Dot/Icm (VF0156),legionella,pneumophila,subsp. pneumophila str. Philadelphia 1
00bfa039807f433409672ba5cf63d350,fimA,major type 1 subunit fimbrin (pilin),Fim (CVF003),salmonella,enterica,subsp. enterica serovar Choleraesuis str. SC-B67
00c51935370548bcb27ffebd7acd7cd1,grab,putative surface-anchored protein (protein G-related alpha 2M-binding protein),GRAB (CVF117),streptococcus,pyogenes,str. Manfredo
00c7bb59713632a14156765c82de4960,Fphi_1370,hypothetical protein,T6SS (FPI) (CVF846),francisella,philomiragia,subsp. philomiragia ATCC 25017
00ca4c1902520701fff07368f697bc85,pegB,putative fimbrial chaperone protein,Peg (CVF631),salmonella,enterica,subsp. enterica serovar Gallinarum str. 287/91
00cb38c18f575425dc8a0f7c4324ed06,sthE,putative fimbrial subunit,Sth (CVF026),salmonella,enterica,subsp. enterica serovar Enteritidis str. P125109
00cb9ad939830b3ee7e0dbfe61bb5246,outG,general secretion pathway protein G,out (SS212),pectobacterium,atrosepticum,SCRI1043
00ccd0231ef14553acb51574ff8486db,fbpC,putative esterase,Antigen 85 complex (CVF291),mycobacterium,vanbaalenii,PYR-1
00ce29ceed5634a4894ee576c5a57a0d,alg8,alginate-c5-mannuronan-epimerase AlgG,Alginate (VF0091),pseudomonas,aeruginosa,PAO1
00d0ab41a1c4ce4f8624027cdb694125,flgC,flagellar basal-body rod protein FlgC,Flagella (VF0394),yersinia,enterocolitica,subsp. enterocolitica 8081
00d0ab98627b113fa3db866e84bd6d3d,ssaL,secretion system apparatus protein SsaL,TTSS (SPI-2 encode) (CVF032),salmonella,enterica,subsp. enterica serovar Heidelberg str. SL476
00d2af59ae3c4e7b758b2ea1c19888ac,mbtJ,putative lipase/esterase,Mycobactin (CVF315),mycobacterium,abscessus,subsp. bolletii 50594
00d8a661b804c18afc823732eb829ac6,KPHS_35440,glycosyl transferase family protein,LPS rfb locus (CVF857),klebsiella,pneumoniae,subsp. pneumoniae HS11286
00d9448aa73c69bc34443c7e06664944,FTH_1278,hypothetical protein,DipA (CVF830),francisella,tularensis,subsp. holarctica OSU18
00e4e90f9f313bd6349f3c4732b216c2,mycP2,subtilase family protein,ESX-2 (T7SS) (CVF634),mycobacterium,intracellulare,ATCC 13950
00e649e960d998eefd7216eaa25c1ba1,bsaN,AraC family transcriptional regulator,Bsa T3SS (CVF641),burkholderia,pseudomallei,1106a
00ea9700052003ad950da16ebd4ec17a,oppA,oligopeptide ABC transporter substrate-binding protein,Oligopeptide-binding protein (CVF240),listeria,seeligeri,serovar 1/2b str. SLCC3954
00ebe9de17f9045a20cf9646bfd0eb73,sopB/sigD,inositol phosphate phosphatase SopB,TTSS-1 translocated effectors (CVF034),salmonella,enterica,subsp. enterica serovar Schwarzengrund str. CVM19633
00ec6d542fd4484de7d335388f329721,CAA80236,crystal protein,Cry1Ha (TX229),bacillus,thuringiensis,str. BTS02069AA
00ecad1c4bfa2022be5061acb280ed19,flgC,flagellar basal-body rod protein FlgC,Flagella (CVF521),pseudomonas,mendocina,ymp
00ee668ef55afe171c5dec91b2ac47e5,BJAB07104_00092,Exopolysaccharide biosynthesis protein,Capsule (CVF775),acinetobacter,baumannii,BJAB07104
00f022385ea7bb67d72175d174a1ee9c,hopAH1,type III effector HopAH1,T3SS (SS003),pseudomonas,syringae,pv. tomato str. DC3000
00f18dff7bcb779418956432d274d5ab,YPA_2599,O-unit polymerase-like protein,O-antigen (CVF043),yersinia,pestis,Antiqua
00f1a4cdb8a492afc8c195cb8ab4e3c9,PSPPH_4318,hypothetical protein,Phytotoxin phaseolotoxin (CVF546),pseudomonas,syringae,pv. phaseolicola 1448A
00f24d6158a7260b7b7ca742a3580f51,esxC,ESAT-6 like protein ESXC (ESAT-6 like protein 11),ESX-2 (T7SS) (CVF634),mycobacterium,sp.,JDM601
00f42005a8dbc494d281946a3c042b86,hmbR,hemoglobin receptor,Haemoglobin receptor (CVF198),neisseria,meningitidis,alpha14
00f4ef5ed481c12f8dfc51f7b59e15e8,orgB,HrpE/YscL family type III secretion apparatus protein,Bsa T3SS (CVF641),burkholderia,pseudomallei,668
00f7017718dd40f2f398ae192e8ea06d,BALH_4777,polysaccharide biosynthesis protein,Polysaccharide capsule (CVF567),bacillus,thuringiensis,str. Al Hakam
00f88d3d0b4a9fb96e397afd4bc9987d,ybtX,hypothetical protein,Yersiniabactin siderophore (CVF458),escherichia,coli,APEC O1
00fbdc6447bcc7864b01372628aa8e6f,EC55989_3316,UvrD/REP helicase,SCI-I T6SS (CVF734),escherichia,coli,55989
00fca71e7a74c0e1a0c2f404d7e0ef62,inlB,internalin B,Internalin B (GW protein) (CVF231),listeria,monocytogenes,SLCC2376
00fdf227e1f6987e59d590db480bf985,pchA,salicylate biosynthesis isochorismate synthase,Pyochelin (CVF553),pseudomonas,aeruginosa,LESB58
00fecfec65610d378e521c2ce1b410e5,aopN,"AopN, secretion control of translocators and immune suppressor",T3SS (VF0479),aeromonas,salmonicida,subsp. salmonicida A449
010237e5e052d2fd524389866d6fde8e,ail,attachment invasion locus protein,Ail (CVF037),yersinia,pestis,Pestoides F
010322f4bdb615a4c9833d5bc1a556ee,espL,"Esx-1 secreted protein, EspL",ESX-1 (T7SS) (CVF298),mycobacterium,liflandii,128FXT
010446302b04abf96ceafc95575df3da,flgN,putative flagella synthesis protein,Flagella (CVF521),pseudomonas,fluorescens,SBW25
010965678c1bdd06901665bd4a57b331,A79E_1986,hypothetical protein,T6SS-III (CVF862),klebsiella,pneumoniae,subsp. pneumoniae 1084
010ba0279a22bca1e3c7117f225c193c,fptX,transporter,pyochelin (IA002),pseudomonas,aeruginosa,PAO1
010d6497cbc0338a31b9b4671209ee2b,ppsC,Phenolpthiocerol synthesis type-I polyketide synthase PpsC,PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport (CVF288),mycobacterium,canettii,CIPT 140070010
01151a74705adb75ba18133a2ea63a06,acrH,AcrH,T3SS (SS032),aeromonas,hydrophila,str. AH3
01189e3b3e881cd300ed2d51587c4b6d,epsM,"type II secretory pathway, component EpsM",EPS type II secretion system (CVF268),vibrio,vulnificus,YJ016
011b1c8f8f551a30762b793764c0f897,pilZ,type 4 fimbrial biogenesis protein PilZ,Type IV pili biosynthesis (CVF518),pseudomonas,stutzeri,A1501
011bd22cd29bbd9aa643c00405a6fe46,pvdJ,pyoverdine biosynthesis protein PvdJ,pyoverdine (IA001),pseudomonas,aeruginosa,PAO1
011dfa9db85dfe757190fb3c8eeaa55e,KPN2242_15610,protein tyrosine phosphatase,Capsule (CVF854),klebsiella,pneumoniae,KCTC 2242
0125cb6a7a0236d2ff0f64a19f705e90,mxiG,type III secretion system outer MS ring protein MixG,TTSS (VF0118),shigella,flexneri,2a str. 301
0127d5cbacca489d65befed2eb8c6bfe,PE5,PE family protein,ESX-3 (T7SS) (CVF635),mycobacterium,abscessus,subsp. bolletii 50594
012cb0bc5ea6d3bcf2009346efe3eef9,copN,low calcium response protein E (TTSS effector protein),Type III secretion system (CVF619),chlamydia,trachomatis,L2b/UCH-1/proctitis
0132ab208b40da308177c7afb09b80d6,irp6A,Ferrisiderophore receptor Irp6A,Siderophore-depenedent iron uptake system (CVF513),corynebacterium,diphtheriae,NCTC 13129
01347c8e165b80659f528e5e7035cd3e,BT9727_4949,"conserved hypothetical protein, possible UDP-glucose/GDP-mannose dehydrogenase",Polysaccharide capsule (CVF567),bacillus,thuringiensis,serovar konkukian str. 97-27
0137e2876515a690563ac97e798daf09,aafD,chaperone protein AafD,AAFs (VF0214),escherichia,coli,str. 042
01398bef95aaae7862c86e2a5d3e1a0c,fimD,outer membrane usher protein FimD,Type I fimbriae (CVF426),escherichia,coli,O103:H2 str. 12009
0139be10806ad93d86190158130cdb5f,ctpC,Probable metal cation-transporting P-type ATPase C CtpC,P(1)-type Mn2+ transporting ATPase (CVF657),mycobacterium,tuberculosis,H37Rv
013a0b5ac3a1269db2d89f78a97da7e5,cpsB_1,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,Capsule (CVF854),klebsiella,pneumoniae,342
013c008a28998308982fc7362e4eea50,plcB,plcB protein,PC-PLC (CVF244),listeria,monocytogenes,FSL R2-561
013c6e45e2dfcd42ac30f9ce3a8eed64,FTA_0627,glycosyltransferase,LPS (CVF834),francisella,tularensis,subsp. holarctica FTNF002-00
013cd1e21cb6641611bfd80912f3812d,mucB,negative regulator for alginate biosynthesis MucB,Alginate regulation (CVF523),pseudomonas,aeruginosa,UCBPP-PA14
013f7ca190ea2065f8018a1341d0d187,cpsC,Periplasmic protein involved in polysaccharide export,Capsular polysaccharide (CVF282),vibrio,vulnificus,CMCP6
014171f78b511ceaeef4be5f859faff7,fha1,putative FHA domain containing protein,Hcp secretion island-1 encoded type VI secretion system (H-T6SS) (CVF535),pseudomonas,mendocina,ymp
0141f9346ab1613d9a8fa0e66b83d19f,MMAR_0173,acyl carrier protein,Mycobactin (CVF315),mycobacterium,marinum,M
01449c0cccf5695c74357fe33438884f,wcaG,nucleotide di-P-sugar epimerase or dehydratase,O-antigen (CVF043),yersinia,pestis,KIM 10
01451f9c9177b534c8a4eb640b5bf788,cbrA,achromobactin-binding periplasmic protein precursor,Achromobactin biosynthesis and transport (CVF555),pseudomonas,syringae,pv. phaseolicola 1448A
014a23bcfb85d3e41bcb070e6c353dd9,tapV,motility protein FimV,Tap type IV pili (VF0475),aeromonas,hydrophila,ML09-119
014ce5e88b2a9d80268cbc251c35a902,hrpB4,HrpB4 protein,T3SS (SS009),xanthomonas,campestris,pv. campestris str. ATCC 33913
014d29d608be66750560a12d08dc2fc2,eis,hypothetical protein,Enhanced intracellular survival protein (CVF297),mycobacterium,intracellulare,MOTT-02
015014d26f9e4efb22415c38556a223e,eccD2,transmembrane protein,ESX-2 (T7SS) (CVF634),mycobacterium,sp.,JDM601
0154c26d22b57d6c21c5049634e27a8e,pat2,hypothetical protein,Phospholipase A2 (CVF813),rickettsia,akari,str. Hartford
015548979a4ee480c4ee6ab7ccd83d92,mrkC,fimbrial biogenesis outer membrane usher protein mrkC precursor,Type 3 fimbriae (VF0567),klebsiella,pneumoniae,subsp. pneumoniae NTUH-K2044
0158288678400d023f78c2afcd45b6f9,pilO,PilO,GC pili (AI096),neisseria,gonorrhoeae,FA 1090
015875bb1a88d3fbaf40ed21b3665979,cap8K,capsular polysaccharide synthesis enzyme Cap8K,Capsule (VF0003),staphylococcus,aureus,subsp. aureus MW2
015f05d8533aad86820e8f7385ab6602,waaP,"UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG",LPS (VF0085),pseudomonas,aeruginosa,PAO1
0163a2fafc0ebdc1b07200945cfacd53,phzE2,phenazine biosynthesis protein PhzE,Phenazines biosynthesis (CVF536),pseudomonas,aeruginosa,UCBPP-PA14
0168109c8ce98ea058c7f364f65872e9,cetCB4,hypothetical protein,T4SS effectors (CVF803),coxiella,burnetii,RSA 331
016d35665b0a75f9eff904ba782b76bd,cap8A,capsular polysaccharide synthesis enzyme,Capsule (VF0003),staphylococcus,aureus,subsp. aureus MW2
016e6642177529c424805ab00d548d10,pilQ,type IV pilus secretin PilQ,MC pili (AI095),neisseria,meningitidis,8013
016f1b885e7d0d48dfb21d973b569637,mpa,putative ATPase,Proteasome-associated proteins (CVF656),mycobacterium,canettii,CIPT 140010059
0171192b160dfe1eaf08a0a7d838cffe,bcfD,fimbrial adhesin protein,bovine colonization factor (Bcf) (AI058),salmonella,enterica,subsp. enterica serovar Typhimurium str. LT2
017204aa7f8f93550bef9ab3cadcb4b2,irtA,hypothetical protein,ABC transporter (CVF316),mycobacterium,intracellulare,MOTT-02
0178c2ac21722420d6a351b7ffb59c07,fimA,fimbrial protein,Type I fimbriae (CVF426),escherichia,coli,O78:H11:K80 str. H10407
0178c6c2c3b1925d5d8679d84d056efe,ECNA114_2860,Clp ATPase,SCI-I T6SS (CVF734),escherichia,coli,NA114
017dc5334bcfebdb4a61c6f0e4f70612,cdsT,type III secretion inner membrane protein SctT,Type III secretion system (CVF619),chlamydophila,pneumoniae,AR39
017f5b3931218ad4659df78532e9318c,FNFX1_0437,hypothetical protein,Ferrous iron-transport system (CVF836),francisella,cf.,novicida Fx1
01831858839a0e025fcafc0c3159b977,ssaT,type III secretion apparatus protein SpaR/YscT/HrcT,TTSS (SPI-2 encode) (CVF032),salmonella,enterica,subsp. enterica serovar Newport str. SL254
018c1cf7ea6b43bcf415ab865e205013,bioC,biotin synthesis protein BioC,Biotin metabolism (CVF838),francisella,tularensis,subsp. holarctica OSU18
018e598dce926bf36d4e2a3090611761,regX3,two component transcriptional regulator,RegX3 (CVF667),mycobacterium,sp.,JLS
01918e0fd2799006a0898859e481b101,pah,antigen I/II,AgI/II proteins (AI428),streptococcus,downei,MFe28
0195385b20c487c32c55f504f47e5615,FTA_0746,hypothetical protein,Capsule (CVF833),francisella,tularensis,subsp. holarctica FTNF002-00
0197af941b6c5371dc77b519fa6ae41f,spa32,type III secretion system needle length regulator Spa32,TTSS (VF0118),shigella,flexneri,2a str. 301
0197cd08c5d302656f828749e56741bf,mycP4,putative membrane-anchored mycosin MYCP4,ESX-4 (T7SS) (CVF636),mycobacterium,canettii,CIPT 140010059
01a1c397929193a842db45a073f0b665,flaA,flagellin,Flagella (CVF382),bordetella,parapertussis,12822
01a5030209987ba6b4280eda6fbce2c5,prsA2,post translocation chaperone PrsA2,PrsA2 (VF0449),listeria,monocytogenes,EGD-e
01a720a728206cebb62a20c09394de5b,KPK_1680,mannosyltransferase A,LPS rfb locus (CVF857),klebsiella,pneumoniae,342
01a7ffad85e1fb6abc856f2d5b69a7e4,apfC,fimbrial biogenesis protein,type IV pili (AI119),actinobacillus,pleuropneumoniae,serovar 5b str. L20
01a824590113700f3552c9607ef28a90,bscP,Bordetella Bsc type III secretion system protein BscP,TTSS (VF0035),bordetella,pertussis,Tohama I
01a8ab75c77c5129d3174a3ead96b614,sclB,SclB protein,Streptococcal collagen-like proteins (CVF116),streptococcus,pyogenes,SSI-1
01a9f3306bd3a212476fae2735331d64,cppA,C3-degrading proteinase,C3-degrading protease (CVF147),streptococcus,pneumoniae,D39
