#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	Host	SNP cluster	Min-same	Min-diff	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
Listeria monocytogenes	FDA888430-176		PDT000092307.2	2015-10-27T19:19:31Z	USA:NY	environmental	environmental/other		PDS000003294.17	0		fosX=COMPLETE,lin=COMPLETE	SAMN04192089	PDG000000001.2010	Listeria monocytogenes					2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-22.1	NUCLEOTIDE	PRJNA215355		436994	49	3041481	PAIRED	ILLUMINA	SRR2830793	CFSAN	2015-10-27T18:44:47Z	1639			fosX=COMPLETE,lin=COMPLETE				1639		
Listeria monocytogenes	FDA888430-178		PDT000092310.2	2015-10-27T20:19:28Z	USA:NY	environmental	environmental/other		PDS000003294.17	0		fosX=COMPLETE,lin=COMPLETE	SAMN04192091	PDG000000001.2010	Listeria monocytogenes	GCA_004640785.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		269891	37	3071727	PAIRED	ILLUMINA	SRR2830883	CFSAN	2015-10-27T18:49:20Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAXYV	AAAXYV000000000.1
Listeria monocytogenes	FDA888429-28		PDT000092472.6	2018-06-26T23:03:41Z	USA:NY	environmental	environmental/other		PDS000003294.17	1		fosX=COMPLETE,lin=COMPLETE	SAMN04192048	PDG000000001.2010	Listeria monocytogenes	GCA_004481945.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		362820	41	3054111	PAIRED	ILLUMINA	SRR2878344	CFSAN	2015-10-30T20:43:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAOIJ	AAAOIJ000000000.1
Listeria monocytogenes	FDA888429-29		PDT000092473.5	2018-06-26T23:03:42Z	USA:NY	environmental	environmental/other		PDS000003294.17	1		fosX=COMPLETE,lin=COMPLETE	SAMN04192049	PDG000000001.2010	Listeria monocytogenes	GCA_004481965.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		376713	39	3049096	PAIRED	ILLUMINA	SRR2878345	CFSAN	2015-10-30T20:43:21Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAOIF	AAAOIF000000000.1
Listeria monocytogenes	FDA888429-31		PDT000092475.5	2018-06-26T23:03:42Z	USA:NY	environmental	environmental/other		PDS000003294.17	19		fosX=COMPLETE,lin=COMPLETE	SAMN04192051	PDG000000001.2010	Listeria monocytogenes	GCA_004451805.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		377055	33	3068054	PAIRED	ILLUMINA	SRR2878347	CFSAN	2015-10-30T20:43:33Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAMFZ	AAAMFZ000000000.1
Listeria monocytogenes	FDA888429-36		PDT000092479.5	2018-06-26T23:03:43Z	USA:NY	environmental	environmental/other		PDS000003294.17	1		fosX=COMPLETE,lin=COMPLETE	SAMN04192056	PDG000000001.2010	Listeria monocytogenes	GCA_004451745.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436994	31	3072485	PAIRED	ILLUMINA	SRR2878351	CFSAN	2015-10-30T20:47:07Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAMGD	AAAMGD000000000.1
Listeria monocytogenes	FDA888429-37		PDT000092480.5	2018-06-26T23:03:43Z	USA:NY	environmental	environmental/other		PDS000003294.17	1		fosX=COMPLETE,lin=COMPLETE	SAMN04192057	PDG000000001.2010	Listeria monocytogenes	GCA_004451185.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		376713	35	3058371	PAIRED	ILLUMINA	SRR2878352	CFSAN	2015-10-30T20:47:42Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAMGB	AAAMGB000000000.1
Listeria monocytogenes	FDA888429-39		PDT000092482.5	2018-06-26T23:03:44Z	USA:NY	environmental	environmental/other		PDS000003294.17	1		fosX=COMPLETE,lin=COMPLETE	SAMN04192059	PDG000000001.2010	Listeria monocytogenes	GCA_004142905.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		376713	32	3088395	PAIRED	ILLUMINA	SRR2878354	CFSAN	2015-10-30T20:48:03Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAADU	AAAADU000000000.1
Listeria monocytogenes	FDA888429-41		PDT000092483.5	2018-06-26T23:03:44Z	USA:NY	environmental	environmental/other		PDS000003294.17	5		fosX=COMPLETE,lin=COMPLETE	SAMN04192060	PDG000000001.2010	Listeria monocytogenes	GCA_003874715.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		352914	37	3065459	PAIRED	ILLUMINA	SRR2878355	CFSAN	2015-10-30T20:48:09Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	RSTC	RSTC00000000.1
Listeria monocytogenes	FDA888429-42		PDT000092484.5	2018-06-26T23:03:44Z	USA:NY	environmental	environmental/other		PDS000003294.17	0		fosX=COMPLETE,lin=COMPLETE	SAMN04192061	PDG000000001.2010	Listeria monocytogenes	GCA_004142865.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436853	31	3050208	PAIRED	ILLUMINA	SRR2878356	CFSAN	2015-10-30T20:48:19Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAADV	AAAADV000000000.1
Listeria monocytogenes	FDA888429-44		PDT000092485.5	2018-06-26T23:03:44Z	USA:NY	environmental	environmental/other		PDS000003294.17	0		fosX=COMPLETE,lin=COMPLETE	SAMN04192062	PDG000000001.2010	Listeria monocytogenes	GCA_004405845.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		376713	35	3053510	PAIRED	ILLUMINA	SRR2878357	CFSAN	2015-10-30T20:48:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAJCR	AAAJCR000000000.1
Listeria monocytogenes	FDA888429-48		PDT000092488.5	2018-06-26T23:03:45Z	USA:NY	environmental	environmental/other		PDS000003294.17	5		fosX=COMPLETE,lin=COMPLETE	SAMN04192065	PDG000000001.2010	Listeria monocytogenes	GCA_004451345.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		25414	249	3034253	PAIRED	ILLUMINA	SRR2878363	CFSAN	2015-10-30T20:52:21Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAMGG	AAAMGG000000000.1
Listeria monocytogenes	FDA888429-52		PDT000093142.5	2018-06-26T23:03:47Z	USA:NY	environmental	environmental/other		PDS000003294.17	2		fosX=COMPLETE,lin=COMPLETE	SAMN04192069	PDG000000001.2010	Listeria monocytogenes	GCA_004405865.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		345645	25	3073437	PAIRED	ILLUMINA	SRR2905860	CFSAN	2015-11-05T15:43:55Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAJCQ	AAAJCQ000000000.1
Listeria monocytogenes	FDA888429-54		PDT000093143.5	2018-06-26T23:03:47Z	USA:NY	environmental	environmental/other		PDS000003294.17	0		fosX=COMPLETE,lin=COMPLETE	SAMN04192070	PDG000000001.2010	Listeria monocytogenes	GCA_004150845.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		360003	24	3104064	PAIRED	ILLUMINA	SRR2905861	CFSAN	2015-11-05T15:44:01Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAAGD	AAAAGD000000000.1
Listeria monocytogenes	FDA888430-167		PDT000093152.6	2018-06-26T23:03:50Z	USA:NY	environmental	environmental/other		PDS000003294.17	1		fosX=COMPLETE,lin=COMPLETE	SAMN04192082	PDG000000001.2010	Listeria monocytogenes	GCA_004451955.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		437320	25	3063455	PAIRED	ILLUMINA	SRR2905940	CFSAN	2015-11-05T15:48:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAMGL	AAAMGL000000000.1
Listeria monocytogenes	FDA888430-170		PDT000093153.6	2018-06-26T23:03:51Z	USA:NY	environmental	environmental/other		PDS000003294.17	3		fosX=COMPLETE,lin=COMPLETE	SAMN04192084	PDG000000001.2010	Listeria monocytogenes	GCA_004406645.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		161664	45	3061149	PAIRED	ILLUMINA	SRR2905963	CFSAN	2015-11-05T15:48:35Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAJCS	AAAJCS000000000.1
Listeria monocytogenes	FDA888430-171		PDT000093154.6	2018-06-26T23:03:51Z	USA:NY	environmental	environmental/other		PDS000003294.17	2		fosX=COMPLETE,lin=COMPLETE	SAMN04192085	PDG000000001.2010	Listeria monocytogenes	GCA_004142945.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		360524	26	3068000	PAIRED	ILLUMINA	SRR2905964	CFSAN	2015-11-05T15:48:40Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAADW	AAAADW000000000.1
Listeria monocytogenes	FDA888430-174		PDT000093155.5	2018-06-26T23:03:51Z	USA:NY	environmental	environmental/other		PDS000003294.17	2		fosX=COMPLETE,lin=COMPLETE	SAMN04192088	PDG000000001.2010	Listeria monocytogenes	GCA_004143285.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		256283	30	3049638	PAIRED	ILLUMINA	SRR2905965	CFSAN	2015-11-05T15:48:55Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAAEP	AAAAEP000000000.1
Listeria monocytogenes	FDA888430-172		PDT000093172.3	2015-11-05T16:18:40Z	USA:NY	environmental	environmental/other		PDS000003294.17	1		fosX=COMPLETE,lin=COMPLETE	SAMN04192086	PDG000000001.2010	Listeria monocytogenes	GCA_004641345.1				2015	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		362814	24	3072840	PAIRED	ILLUMINA	SRR2906058	CFSAN	2015-11-05T15:50:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAXZV	AAAXZV000000000.1
Listeria monocytogenes	FDA888430-164		PDT000093173.2	2015-11-05T17:18:37Z	USA:NY	environmental	environmental/other		PDS000003294.17	1		fosX=COMPLETE,lin=COMPLETE	SAMN04192079	PDG000000001.2010	Listeria monocytogenes	GCA_004641385.1				2015		FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436853	28	3044463	PAIRED	ILLUMINA	SRR2906161	CFSAN	2015-11-05T15:57:26Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAXZW	AAAXZW000000000.1
Listeria monocytogenes	07B04975H-1		PDT000832843.1	2020-09-09T12:25:14Z	USA:New York	sponge	environmental/other		PDS000003235.31	16	31	fosX=COMPLETE,lin=COMPLETE	SAMN16086324	PDG000000001.2010	Listeria monocytogenes	GCA_014508505.1				2007-06-05		NYS Department of Agriculture and Markets	3.8.4	2020-07-16.2	COMBINED	PRJNA514285		308085	20	2970689	PAIRED	ILLUMINA	SRR12615143	PULSENET	2020-09-09T11:48:13Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAVYCW	AAVYCW000000000.1
Listeria monocytogenes			PDT000136878.3	2016-06-30T18:13:26Z	USA: NY	peripheralBlood	clinical	Homo sapiens	PDS000003073.32	0	0	abc-f=HMM,catA1=COMPLETE,catA=COMPLETE,fosX=COMPLETE,lin=COMPLETE	SAMN03766442	PDG000000001.2010	Listeria monocytogenes	GCA_010099855.1		listeriosis			arsD=HMM	Memorial Sloan-Kettering Cancer Center	3.6.7	2020-01-22.1	COMBINED	PRJNA286255		275001	29	3192970	PAIRED	ILLUMINA	SRR2062724	GLADSTONE INSTITUTE	2016-06-09T04:00:00Z	1639		Contig	abc-f=HMM,catA1=COMPLETE,catA=COMPLETE,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DAAKUT	DAAKUT000000000.1
Listeria monocytogenes	12B03992A-1		PDT000287812.3	2018-02-20T16:53:42Z	USA:NY	fish-herring salad	environmental/other		PDS000003073.32	1	1	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN08556601	PDG000000001.2010	Listeria monocytogenes	GCA_003676445.1				2012-04-30	arsD=HMM	NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		85212	65	2943454	PAIRED	ILLUMINA	SRR6745631	CFSAN	2018-02-20T15:12:11Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0165	GX6A12.0747	1639	REJE	REJE00000000.1
Listeria monocytogenes	12B04255A-1		PDT000287814.2	2018-02-16T23:51:56Z	USA:NY	vegetable salad	environmental/other		PDS000003073.32	0	0	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN08556605	PDG000000001.2010	Listeria monocytogenes	GCA_004633255.1				2012-05-09	arsD=HMM	NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		87548	55	2948835	PAIRED	ILLUMINA	SRR6745633	CFSAN	2018-02-16T22:22:13Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0165	GX6A12.0747	1639	AAAXRG	AAAXRG000000000.1
Listeria monocytogenes	FDA469168-063		PDT000077332.3	2015-08-03T17:10:40Z	USA:NY	environmental swab	environmental/other		PDS000024363.6	1		fosX=COMPLETE,lin=COMPLETE	SAMN02709206	PDG000000001.2010	Listeria monocytogenes	GCA_004388685.1				2009-05-27	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		290863	47	3175036	PAIRED	ILLUMINA	SRR2138306	CFSAN	2015-07-31T18:08:20Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0078	GX6A12.0162	1639	AAAHVC	AAAHVC000000000.1
Listeria monocytogenes	FDA532153-30		PDT000077333.3	2015-08-03T17:10:41Z	USA:NY	environmental swab	environmental/other		PDS000024363.6	13		fosX=COMPLETE,lin=COMPLETE	SAMN02709214	PDG000000001.2010	Listeria monocytogenes	GCA_004493985.1				2009-10-22	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		145034	60	3149283	PAIRED	ILLUMINA	SRR2138307	CFSAN	2015-07-31T18:08:24Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0055	GX6A12.0186	1639	AAAPJH	AAAPJH000000000.1
Listeria monocytogenes	FDA530486 2-1		PDT000077340.3	2015-08-03T17:10:41Z	USA:NY	smoked salmon	environmental/other		PDS000024363.6	4		fosX=COMPLETE,lin=COMPLETE	SAMN02709221	PDG000000001.2010	Listeria monocytogenes	GCA_004398445.1				2009-06-08	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		23388	316	3064388	PAIRED	ILLUMINA	SRR2138315	CFSAN	2015-07-31T18:13:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0419	GX6A12.0186	1639	AAAINB	AAAINB000000000.1
Listeria monocytogenes	FDA629973-57		PDT000334128.1	2018-06-22T07:06:39Z	USA:NY	environmental swab	environmental/other		PDS000024363.6	10		fosX=COMPLETE,lin=COMPLETE	SAMN02709247	PDG000000001.2010	Listeria monocytogenes	GCA_003593825.1				2010-10-28	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		510523	53	3226361	PAIRED	ILLUMINA	SRR7410668	CFSAN	2018-06-22T05:03:13Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0419	GX6A12.2007	1639	QZPK	QZPK00000000.1
Listeria monocytogenes	FDA629973-46		PDT000336709.1	2018-06-26T13:03:31Z	USA:NY	environmental swab	environmental/other		PDS000024363.6	5		fosX=COMPLETE,lin=COMPLETE	SAMN02709248	PDG000000001.2010	Listeria monocytogenes	GCA_003642075.1				2010-10-28	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		247289	58	3191893	PAIRED	ILLUMINA	SRR7429306	CFSAN	2018-06-26T12:09:12Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.1392	GX6A12.2009	1639	RCQL	RCQL00000000.1
