#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	Host	SNP cluster	Min-same	Min-diff	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
Salmonella enterica	CVM N18S1272	Kentucky	PDT000550519.1	2019-07-29T14:32:47Z	USA:GA	Chicken Breasts	environmental/other		PDS000072603.28	12	65	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12360170	PDG000000002.2056	Salmonella enterica subsp. enterica serovar Kentucky	GCA_007863045.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2018	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292661		92695	100	4914830	PAIRED	ILLUMINA	SRR9852983	FDA-CVM	2019-07-29T13:55:29Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAJAQM	AAJAQM000000000.1
Salmonella enterica	CVM N18S0846	Kentucky	PDT000550555.1	2019-07-29T14:32:53Z	USA:GA	Chicken Breasts	environmental/other		PDS000072603.28	5	35	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12360058	PDG000000002.2056	Salmonella enterica subsp. enterica serovar Kentucky	GCA_007863945.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2018	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292661		334567	64	4910119	PAIRED	ILLUMINA	SRR9853019	FDA-CVM	2019-07-29T13:48:46Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAJARV	AAJARV000000000.1
Salmonella enterica	CVM N18S0923	Kentucky	PDT000550595.1	2019-07-29T14:33:00Z	USA:MN	Chicken Breasts	environmental/other		PDS000072603.28	4	38	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12360076	PDG000000002.2056	Salmonella enterica subsp. enterica serovar Kentucky	GCA_007864505.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2018	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292661		420828	51	4919685	PAIRED	ILLUMINA	SRR9853059	FDA-CVM	2019-07-29T13:48:45Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAJATO	AAJATO000000000.1
Salmonella enterica	CVM N18S1046	Kentucky	PDT000550614.1	2019-07-29T14:33:04Z	USA:MO	Chicken Breasts	environmental/other		PDS000072603.28	2	11	aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12360107	PDG000000002.2056	Salmonella enterica subsp. enterica serovar Kentucky	GCA_007864725.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2018	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292661		217296	65	4915660	PAIRED	ILLUMINA	SRR9853078	FDA-CVM	2019-07-29T13:46:38Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAJAUE	AAJAUE000000000.1
Salmonella enterica	CVM N18S1834	Kentucky	PDT000550615.1	2019-07-29T14:33:04Z	USA:MN	Chicken Breasts	environmental/other		PDS000072603.28	3	4	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12360253	PDG000000002.2056	Salmonella enterica subsp. enterica serovar Kentucky	GCA_007864825.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2018	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292661		202256	78	4906484	PAIRED	ILLUMINA	SRR9853079	FDA-CVM	2019-07-29T13:46:38Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAJAUD	AAJAUD000000000.1
Salmonella enterica	CVM N18S1884	Kentucky	PDT000550645.1	2019-07-29T14:33:09Z	USA:SC	Chicken Breasts	environmental/other		PDS000072603.28	5	52	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12360268	PDG000000002.2056	Salmonella enterica subsp. enterica serovar Kentucky	GCA_007865325.1			iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE	2018	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292661		150941	80	4899531	PAIRED	ILLUMINA	SRR9853109	FDA-CVM	2019-07-29T13:46:38Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAJAVK	AAJAVK000000000.1
Salmonella enterica	CVM N18S1542	Kentucky	PDT000565687.1	2019-08-16T15:33:51Z	USA:PA	Chicken Breasts	environmental/other		PDS000072603.28	8	30	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12587030	PDG000000002.2056	Salmonella enterica subsp. enterica serovar Kentucky	GCA_011562465.1			cvaC=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,mchF=COMPLETE,sinH=HMM	2018	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA292661		411269	42	4921828	PAIRED	ILLUMINA	SRR9984363	FDA-CVM	2019-08-16T14:41:15Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAQIPH	AAQIPH000000000.1
Salmonella enterica	CVM N18S1544	Kentucky	PDT000565690.1	2019-08-16T15:33:52Z	USA:PA	Chicken Breasts	environmental/other		PDS000072603.28	4	6	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12587031	PDG000000002.2056	Salmonella enterica subsp. enterica serovar Kentucky	GCA_011480215.1			cvaC=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,mchF=COMPLETE,sinH=HMM	2018	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA292661		446125	43	4924302	PAIRED	ILLUMINA	SRR9984366	FDA-CVM	2019-08-16T14:41:15Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAQCZY	AAQCZY000000000.1
Salmonella enterica	CVM N19S0078	Kentucky	PDT000565836.1	2019-08-16T15:34:18Z	USA:GA	Chicken Breasts	environmental/other		PDS000072603.28	15	37	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12587224	PDG000000002.2056	Salmonella enterica subsp. enterica serovar Kentucky	GCA_010890075.1			cvaC=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,mchF=COMPLETE,sinH=HMM	2019	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA292661		380565	68	4911153	PAIRED	ILLUMINA	SRR9984519	FDA-CVM	2019-08-16T14:49:14Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAOWWI	AAOWWI000000000.1
Salmonella enterica	CVM N19S0239		PDT000593878.1	2019-09-26T13:29:17Z	USA:SC	Chicken Breasts	environmental/other		PDS000072603.28	0	6	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12842816	PDG000000002.2056	Salmonella enterica	GCA_008745895.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2019	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292661		321082	51	4920406	PAIRED	ILLUMINA	SRR10180489	FDA-CVM	2019-09-26T13:19:23Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			28901	AALELB	AALELB000000000.1
Salmonella enterica	CVM N19S0226		PDT000593892.1	2019-09-26T13:29:19Z	USA:MO	Chicken Breasts	environmental/other		PDS000072603.28	2	52	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12842804	PDG000000002.2056	Salmonella enterica	GCA_008758695.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2019	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292661		343283	57	4912128	PAIRED	ILLUMINA	SRR10180503	FDA-CVM	2019-09-26T13:19:22Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			28901	AALELQ	AALELQ000000000.1
Salmonella enterica	CVM N19S0637		PDT000593919.1	2019-09-26T13:29:24Z	USA:PA	Chicken Breasts	environmental/other		PDS000072603.28	2	40	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12843057	PDG000000002.2056	Salmonella enterica	GCA_008757535.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2019	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292661		299476	48	4917069	PAIRED	ILLUMINA	SRR10180530	FDA-CVM	2019-09-26T13:19:22Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			28901	AALEMP	AALEMP000000000.1
Salmonella enterica	CVM N19S0504		PDT000593991.1	2019-09-26T13:29:37Z	USA:MD	Chicken Breasts	environmental/other		PDS000072603.28	5	32	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12842987	PDG000000002.2056	Salmonella enterica	GCA_008760075.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2019	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292661		386856	44	4871124	PAIRED	ILLUMINA	SRR10180607	FDA-CVM	2019-09-26T13:19:20Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			28901	AALEPJ	AALEPJ000000000.1
Salmonella enterica	CVM N19S0411		PDT000594063.1	2019-09-26T13:29:55Z	USA:CA-Contra Costa	Chicken Breasts	environmental/other		PDS000072603.28	2	0	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN12842919	PDG000000002.2056	Salmonella enterica	GCA_008761375.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2019	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292661		411270	45	4918680	PAIRED	ILLUMINA	SRR10180683	FDA-CVM	2019-09-26T13:19:19Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			28901	AALERU	AALERU000000000.1
